  Time                 , V(Vout)              , V(Vn)                , V(Vp)                
  0.000000000000e+00  ,-7.394037367873e-03  ,0.000000000000e+00  ,0.000000000000e+00  
  5.000000000000e-07  ,-7.394014369871e-03  ,2.000000000000e-06  ,2.500000000000e-06  
  1.000000000000e-06  ,-7.394019058297e-03  ,4.000000000000e-06  ,5.000000000000e-06  
  2.000022888184e-06  ,-7.394059877551e-03  ,8.000091552734e-06  ,1.000011444092e-05  
  4.000068664551e-06  ,-7.394187078626e-03  ,1.600027465820e-05  ,2.000034332275e-05  
  8.000160217285e-06  ,-7.394709611493e-03  ,3.200064086914e-05  ,4.000080108643e-05  
  1.600034332275e-05  ,-7.396824981730e-03  ,6.400137329102e-05  ,8.000171661377e-05  
  3.200070953369e-05  ,-7.405303285650e-03  ,1.280028381348e-04  ,1.600035476685e-04  
  6.400144195557e-05  ,-7.438995347073e-03  ,2.560057678223e-04  ,3.200072097778e-04  
  1.140014419556e-04  ,-7.535202549551e-03  ,4.560057678223e-04  ,5.700072097778e-04  
  1.640014419556e-04  ,-7.682899995145e-03  ,6.560057678223e-04  ,8.200072097778e-04  
  2.140014419556e-04  ,-7.880145808978e-03  ,8.560057678223e-04  ,1.070007209778e-03  
  2.640014419556e-04  ,-8.125063119874e-03  ,1.056005767822e-03  ,1.320007209778e-03  
  3.140014419556e-04  ,-8.415546790159e-03  ,1.256005767822e-03  ,1.570007209778e-03  
  3.640014419556e-04  ,-8.750434121764e-03  ,1.456005767822e-03  ,1.820007209778e-03  
  4.140014419556e-04  ,-9.127729149879e-03  ,1.656005767822e-03  ,2.070007209778e-03  
  4.640014419556e-04  ,-9.545793242543e-03  ,1.856005767822e-03  ,2.320007209778e-03  
  5.140014419556e-04  ,-1.000304255198e-02  ,2.056005767822e-03  ,2.570007209778e-03  
  5.640014419556e-04  ,-1.049794615130e-02  ,2.256005767822e-03  ,2.820007209778e-03  
  6.140014419556e-04  ,-1.102902434477e-02  ,2.456005767822e-03  ,3.070007209778e-03  
  6.640014419556e-04  ,-1.159484692826e-02  ,2.656005767822e-03  ,3.320007209778e-03  
  7.140014419556e-04  ,-1.219403159620e-02  ,2.856005767822e-03  ,3.570007209778e-03  
  7.640014419556e-04  ,-1.282524232647e-02  ,3.056005767822e-03  ,3.820007209778e-03  
  8.140014419556e-04  ,-1.348718788784e-02  ,3.256005767822e-03  ,4.070007209778e-03  
  8.640014419556e-04  ,-1.417862032157e-02  ,3.456005767822e-03  ,4.320007209778e-03  
  9.140014419556e-04  ,-1.489833356104e-02  ,3.656005767822e-03  ,4.570007209778e-03  
  9.640014419556e-04  ,-1.564516199826e-02  ,3.856005767822e-03  ,4.820007209778e-03  
  1.014001441956e-03  ,-1.641797919717e-02  ,4.056005767822e-03  ,5.070007209778e-03  
  1.064001441956e-03  ,-1.721569655364e-02  ,4.256005767822e-03  ,5.320007209778e-03  
  1.114001441956e-03  ,-1.803726209791e-02  ,4.456005767822e-03  ,5.570007209778e-03  
  1.164001441956e-03  ,-1.888165922852e-02  ,4.656005767822e-03  ,5.820007209778e-03  
  1.214001441956e-03  ,-1.974790560130e-02  ,4.856005767822e-03  ,6.070007209778e-03  
  1.264001441956e-03  ,-2.063505194580e-02  ,5.056005767822e-03  ,6.320007209778e-03  
  1.314001441956e-03  ,-2.154218102227e-02  ,5.256005767822e-03  ,6.570007209778e-03  
  1.364001441956e-03  ,-2.246840651746e-02  ,5.456005767822e-03  ,6.820007209778e-03  
  1.414001441956e-03  ,-2.341287206933e-02  ,5.656005767822e-03  ,7.070007209778e-03  
  1.464001441956e-03  ,-2.437475023218e-02  ,5.856005767822e-03  ,7.320007209778e-03  
  1.514001441956e-03  ,-2.535324156516e-02  ,6.056005767822e-03  ,7.570007209778e-03  
  1.564001441956e-03  ,-2.634757366519e-02  ,6.256005767822e-03  ,7.820007209778e-03  
  1.614001441956e-03  ,-2.735700031699e-02  ,6.456005767822e-03  ,8.070007209778e-03  
  1.664001441956e-03  ,-2.838080058522e-02  ,6.656005767822e-03  ,8.320007209778e-03  
  1.714001441956e-03  ,-2.941827802014e-02  ,6.856005767822e-03  ,8.570007209778e-03  
  1.764001441956e-03  ,-3.046875981077e-02  ,7.056005767822e-03  ,8.820007209778e-03  
  1.814001441956e-03  ,-3.153159603608e-02  ,7.256005767822e-03  ,9.070007209778e-03  
