  Time                 , V(Vout)              , V(Vn)                , V(Vp)                
  0.000000000000e+00  ,-7.819365261629e-03  ,0.000000000000e+00  ,0.000000000000e+00  
  5.000000000000e-07  ,-7.819342666273e-03  ,2.000000000000e-06  ,2.500000000000e-06  
  1.000000000000e-06  ,-7.819348297456e-03  ,4.000000000000e-06  ,5.000000000000e-06  
  2.000022888184e-06  ,-7.819393251208e-03  ,8.000091552734e-06  ,1.000011444092e-05  
  4.000068664551e-06  ,-7.819533232290e-03  ,1.600027465820e-05  ,2.000034332275e-05  
  8.000160217285e-06  ,-7.820108441620e-03  ,3.200064086914e-05  ,4.000080108643e-05  
  1.600034332275e-05  ,-7.822437809663e-03  ,6.400137329102e-05  ,8.000171661377e-05  
  3.200070953369e-05  ,-7.831780391588e-03  ,1.280028381348e-04  ,1.600035476685e-04  
  6.400144195557e-05  ,-7.868959489956e-03  ,2.560057678223e-04  ,3.200072097778e-04  
  1.140014419556e-04  ,-7.975361789846e-03  ,4.560057678223e-04  ,5.700072097778e-04  
  1.640014419556e-04  ,-8.139116815057e-03  ,6.560057678223e-04  ,8.200072097778e-04  
  2.140014419556e-04  ,-8.358361535082e-03  ,8.560057678223e-04  ,1.070007209778e-03  
  2.640014419556e-04  ,-8.631285973276e-03  ,1.056005767822e-03  ,1.320007209778e-03  
  3.140014419556e-04  ,-8.956130283143e-03  ,1.256005767822e-03  ,1.570007209778e-03  
  3.640014419556e-04  ,-9.330909115139e-03  ,1.456005767822e-03  ,1.820007209778e-03  
  4.140014419556e-04  ,-9.754158797404e-03  ,1.656005767822e-03  ,2.070007209778e-03  
  4.640014419556e-04  ,-1.022471219045e-02  ,1.856005767822e-03  ,2.320007209778e-03  
  5.140014419556e-04  ,-1.074062850526e-02  ,2.056005767822e-03  ,2.570007209778e-03  
  5.640014419556e-04  ,-1.130038233497e-02  ,2.256005767822e-03  ,2.820007209778e-03  
  6.140014419556e-04  ,-1.190249127947e-02  ,2.456005767822e-03  ,3.070007209778e-03  
  6.640014419556e-04  ,-1.254551474197e-02  ,2.656005767822e-03  ,3.320007209778e-03  
  7.140014419556e-04  ,-1.322805278687e-02  ,2.856005767822e-03  ,3.570007209778e-03  
  7.640014419556e-04  ,-1.394874500622e-02  ,3.056005767822e-03  ,3.820007209778e-03  
  8.140014419556e-04  ,-1.470626943009e-02  ,3.256005767822e-03  ,4.070007209778e-03  
  8.640014419556e-04  ,-1.549934146241e-02  ,3.456005767822e-03  ,4.320007209778e-03  
  9.140014419556e-04  ,-1.632671284540e-02  ,3.656005767822e-03  ,4.570007209778e-03  
  9.640014419556e-04  ,-1.718717065955e-02  ,3.856005767822e-03  ,4.820007209778e-03  
  1.014001441956e-03  ,-1.807953634154e-02  ,4.056005767822e-03  ,5.070007209778e-03  
  1.064001441956e-03  ,-1.900266473320e-02  ,4.256005767822e-03  ,5.320007209778e-03  
  1.114001441956e-03  ,-1.995544316373e-02  ,4.456005767822e-03  ,5.570007209778e-03  
  1.164001441956e-03  ,-2.093679053745e-02  ,4.656005767822e-03  ,5.820007209778e-03  
  1.214001441956e-03  ,-2.194565647953e-02  ,4.856005767822e-03  ,6.070007209778e-03  
  1.264001441956e-03  ,-2.298102046352e-02  ,5.056005767822e-03  ,6.320007209778e-03  
  1.314001441956e-03  ,-2.404189100602e-02  ,5.256005767822e-03  ,6.570007209778e-03  
  1.364001441956e-03  ,-2.512730484372e-02  ,5.456005767822e-03  ,6.820007209778e-03  
  1.414001441956e-03  ,-2.623632616966e-02  ,5.656005767822e-03  ,7.070007209778e-03  
  1.464001441956e-03  ,-2.736804585920e-02  ,5.856005767822e-03  ,7.320007209778e-03  
  1.514001441956e-03  ,-2.852158074096e-02  ,6.056005767822e-03  ,7.570007209778e-03  
  1.564001441956e-03  ,-2.969607287048e-02  ,6.256005767822e-03  ,7.820007209778e-03  
  1.614001441956e-03  ,-3.089068883956e-02  ,6.456005767822e-03  ,8.070007209778e-03  
  1.664001441956e-03  ,-3.210461908520e-02  ,6.656005767822e-03  ,8.320007209778e-03  
  1.714001441956e-03  ,-3.333707724277e-02  ,6.856005767822e-03  ,8.570007209778e-03  
  1.764001441956e-03  ,-3.458729949076e-02  ,7.056005767822e-03  ,8.820007209778e-03  
  1.814001441956e-03  ,-3.585454394095e-02  ,7.256005767822e-03  ,9.070007209778e-03  
  1.864001441956e-03  ,-3.713809000729e-02  ,7.456005767822e-03  ,9.320007209778e-03  
  1.914001441956e-03  ,-3.843723784593e-02  ,7.656005767822e-03  ,9.570007209778e-03  
  1.964001441956e-03  ,-3.975130775255e-02  ,7.856005767822e-03  ,9.820007209778e-03  
  2.014001441956e-03  ,-4.107963962037e-02  ,8.056005767822e-03  ,1.007000720978e-02  
  2.064001441956e-03  ,-4.242159239084e-02  ,8.256005767822e-03  ,1.032000720978e-02  
  2.114001441956e-03  ,-4.377654352958e-02  ,8.456005767822e-03  ,1.057000720978e-02  
  2.164001441956e-03  ,-4.514388850642e-02  ,8.656005767822e-03  ,1.082000720978e-02  
  2.214001441956e-03  ,-4.652304030323e-02  ,8.856005767822e-03  ,1.107000720978e-02  
  2.264001441956e-03  ,-4.791342891820e-02  ,9.056005767822e-03  ,1.132000720978e-02  
  2.314001441956e-03  ,-4.931450090733e-02  ,9.256005767822e-03  ,1.157000720978e-02  
  2.364001441956e-03  ,-5.072571891291e-02  ,9.456005767822e-03  ,1.182000720978e-02  
  2.414001441956e-03  ,-5.214656122290e-02  ,9.656005767822e-03  ,1.207000720978e-02  
  2.464001441956e-03  ,-5.357652133691e-02  ,9.856005767822e-03  ,1.232000720978e-02  
  2.514001441956e-03  ,-5.501510753648e-02  ,1.005600576782e-02  ,1.257000720978e-02  
  2.564001441956e-03  ,-5.646184250659e-02  ,1.025600576782e-02  ,1.282000720978e-02  
  2.614001441956e-03  ,-5.791626284377e-02  ,1.045600576782e-02  ,1.307000720978e-02  
  2.664001441956e-03  ,-5.937784643245e-02  ,1.065600576782e-02  ,1.332000720978e-02  
  2.714001441956e-03  ,-6.084630362012e-02  ,1.085600576782e-02  ,1.357000720978e-02  
  2.764001441956e-03  ,-6.232113610791e-02  ,1.105600576782e-02  ,1.382000720978e-02  
  2.814001441956e-03  ,-6.380186649404e-02  ,1.125600576782e-02  ,1.407000720978e-02  
  2.864001441956e-03  ,-6.528823003221e-02  ,1.145600576782e-02  ,1.432000720978e-02  
  2.914001441956e-03  ,-6.677977123442e-02  ,1.165600576782e-02  ,1.457000720978e-02  
  2.964001441956e-03  ,-6.827605384628e-02  ,1.185600576782e-02  ,1.482000720978e-02  
  3.014001441956e-03  ,-6.977675691971e-02  ,1.205600576782e-02  ,1.507000720978e-02  
  3.064001441956e-03  ,-7.128162477675e-02  ,1.225600576782e-02  ,1.532000720978e-02  
  3.114001441956e-03  ,-7.279023269320e-02  ,1.245600576782e-02  ,1.557000720978e-02  
  3.164001441956e-03  ,-7.430219411538e-02  ,1.265600576782e-02  ,1.582000720978e-02  
  3.214001441956e-03  ,-7.581722473787e-02  ,1.285600576782e-02  ,1.607000720978e-02  
  3.264001441956e-03  ,-7.733509811922e-02  ,1.305600576782e-02  ,1.632000720978e-02  
  3.314001441956e-03  ,-7.885543815108e-02  ,1.325600576782e-02  ,1.657000720978e-02  
  3.364001441956e-03  ,-8.037790266869e-02  ,1.345600576782e-02  ,1.682000720978e-02  
  3.414001441956e-03  ,-8.190224010498e-02  ,1.365600576782e-02  ,1.707000720978e-02  
  3.464001441956e-03  ,-8.342818467743e-02  ,1.385600576782e-02  ,1.732000720978e-02  
  3.514001441956e-03  ,-8.495553657608e-02  ,1.405600576782e-02  ,1.757000720978e-02  
  3.564001441956e-03  ,-8.648396770015e-02  ,1.425600576782e-02  ,1.782000720978e-02  
  3.614001441956e-03  ,-8.801322534302e-02  ,1.445600576782e-02  ,1.807000720978e-02  
  3.664001441956e-03  ,-8.954306460236e-02  ,1.465600576782e-02  ,1.832000720978e-02  
  3.714001441956e-03  ,-9.107320982157e-02  ,1.485600576782e-02  ,1.857000720978e-02  
  3.764001441956e-03  ,-9.260345855655e-02  ,1.505600576782e-02  ,1.882000720978e-02  
  3.814001441956e-03  ,-9.413359697212e-02  ,1.525600576782e-02  ,1.907000720978e-02  
  3.864001441956e-03  ,-9.566346439352e-02  ,1.545600576782e-02  ,1.932000720978e-02  
  3.914001441956e-03  ,-9.719279707729e-02  ,1.565600576782e-02  ,1.957000720978e-02  
  3.964001441956e-03  ,-9.872139211477e-02  ,1.585600576782e-02  ,1.982000720978e-02  
  4.014001441956e-03  ,-1.002490529111e-01  ,1.605600576782e-02  ,2.007000720978e-02  
  4.064001441956e-03  ,-1.017755890733e-01  ,1.625600576782e-02  ,2.032000720978e-02  
  4.114001441956e-03  ,-1.033007865200e-01  ,1.645600576782e-02  ,2.057000720978e-02  
  4.164001441956e-03  ,-1.048244881726e-01  ,1.665600576782e-02  ,2.082000720978e-02  
  4.214001441956e-03  ,-1.063465282345e-01  ,1.685600576782e-02  ,2.107000720978e-02  
  4.264001441956e-03  ,-1.078667821986e-01  ,1.705600576782e-02  ,2.132000720978e-02  
  4.314001441956e-03  ,-1.093850458420e-01  ,1.725600576782e-02  ,2.157000720978e-02  
  4.364001441956e-03  ,-1.109011622235e-01  ,1.745600576782e-02  ,2.182000720978e-02  
  4.414001441956e-03  ,-1.124149551216e-01  ,1.765600576782e-02  ,2.207000720978e-02  
  4.464001441956e-03  ,-1.139263270804e-01  ,1.785600576782e-02  ,2.232000720978e-02  
  4.514001441956e-03  ,-1.154350879238e-01  ,1.805600576782e-02  ,2.257000720978e-02  
  4.564001441956e-03  ,-1.169411166985e-01  ,1.825600576782e-02  ,2.282000720978e-02  
  4.614001441956e-03  ,-1.184442858807e-01  ,1.845600576782e-02  ,2.307000720978e-02  
  4.664001441956e-03  ,-1.199444685974e-01  ,1.865600576782e-02  ,2.332000720978e-02  
  4.714001441956e-03  ,-1.214415714263e-01  ,1.885600576782e-02  ,2.357000720978e-02  
  4.764001441956e-03  ,-1.229354418132e-01  ,1.905600576782e-02  ,2.382000720978e-02  
  4.814001441956e-03  ,-1.244259635036e-01  ,1.925600576782e-02  ,2.407000720978e-02  
  4.864001441956e-03  ,-1.259130061171e-01  ,1.945600576782e-02  ,2.432000720978e-02  
  4.914001441956e-03  ,-1.273964742520e-01  ,1.965600576782e-02  ,2.457000720978e-02  
  4.964001441956e-03  ,-1.288762673978e-01  ,1.985600576782e-02  ,2.482000720978e-02  
  5.014001441956e-03  ,-1.303523102263e-01  ,2.005600576782e-02  ,2.507000720978e-02  
  5.064001441956e-03  ,-1.318244793519e-01  ,2.025600576782e-02  ,2.532000720978e-02  
  5.114001441956e-03  ,-1.332926803545e-01  ,2.045600576782e-02  ,2.557000720978e-02  
  5.164001441956e-03  ,-1.347568075138e-01  ,2.065600576782e-02  ,2.582000720978e-02  
  5.214001441956e-03  ,-1.362167835757e-01  ,2.085600576782e-02  ,2.607000720978e-02  
  5.264001441956e-03  ,-1.376725472133e-01  ,2.105600576782e-02  ,2.632000720978e-02  
  5.314001441956e-03  ,-1.391239969491e-01  ,2.125600576782e-02  ,2.657000720978e-02  
  5.364001441956e-03  ,-1.405710412819e-01  ,2.145600576782e-02  ,2.682000720978e-02  
  5.414001441956e-03  ,-1.420136134471e-01  ,2.165600576782e-02  ,2.707000720978e-02  
  5.464001441956e-03  ,-1.434516604738e-01  ,2.185600576782e-02  ,2.732000720978e-02  
  5.514001441956e-03  ,-1.448850835205e-01  ,2.205600576782e-02  ,2.757000720978e-02  
  5.564001441956e-03  ,-1.463138229100e-01  ,2.225600576782e-02  ,2.782000720978e-02  
  5.614001441956e-03  ,-1.477378159757e-01  ,2.245600576782e-02  ,2.807000720978e-02  
  5.664001441956e-03  ,-1.491570158757e-01  ,2.265600576782e-02  ,2.832000720978e-02  
  5.714001441956e-03  ,-1.505713364193e-01  ,2.285600576782e-02  ,2.857000720978e-02  
  5.764001441956e-03  ,-1.519807390360e-01  ,2.305600576782e-02  ,2.882000720978e-02  
  5.814001441956e-03  ,-1.533851488040e-01  ,2.325600576782e-02  ,2.907000720978e-02  
