  Time                 , V(Vout)              , V(Vn)                , V(Vp)                
  0.000000000000e+00  ,-9.155903767445e-03  ,0.000000000000e+00  ,0.000000000000e+00  
  5.000000000000e-07  ,-9.155880764719e-03  ,2.000000000000e-06  ,2.500000000000e-06  
  1.000000000000e-06  ,-9.155885442428e-03  ,4.000000000000e-06  ,5.000000000000e-06  
  2.000022888184e-06  ,-9.155926219526e-03  ,8.000091552734e-06  ,1.000011444092e-05  
  4.000068664551e-06  ,-9.156053302798e-03  ,1.600027465820e-05  ,2.000034332275e-05  
  8.000160217285e-06  ,-9.156575506423e-03  ,3.200064086914e-05  ,4.000080108643e-05  
  1.600034332275e-05  ,-9.158690836777e-03  ,6.400137329102e-05  ,8.000171661377e-05  
  3.200070953369e-05  ,-9.167179661325e-03  ,1.280028381348e-04  ,1.600035476685e-04  
  6.400144195557e-05  ,-9.200998094366e-03  ,2.560057678223e-04  ,3.200072097778e-04  
  1.140014419556e-04  ,-9.297951590637e-03  ,4.560057678223e-04  ,5.700072097778e-04  
  1.640014419556e-04  ,-9.447453401615e-03  ,6.560057678223e-04  ,8.200072097778e-04  
  2.140014419556e-04  ,-9.648011248021e-03  ,8.560057678223e-04  ,1.070007209778e-03  
  2.640014419556e-04  ,-9.898168934104e-03  ,1.056005767822e-03  ,1.320007209778e-03  
  3.140014419556e-04  ,-1.019627493164e-02  ,1.256005767822e-03  ,1.570007209778e-03  
  3.640014419556e-04  ,-1.054110621623e-02  ,1.456005767822e-03  ,1.820007209778e-03  
  4.140014419556e-04  ,-1.093168472125e-02  ,1.656005767822e-03  ,2.070007209778e-03  
  4.640014419556e-04  ,-1.136637996333e-02  ,1.856005767822e-03  ,2.320007209778e-03  
  5.140014419556e-04  ,-1.184390286493e-02  ,2.056005767822e-03  ,2.570007209778e-03  
  5.640014419556e-04  ,-1.236299546143e-02  ,2.256005767822e-03  ,2.820007209778e-03  
  6.140014419556e-04  ,-1.292243016860e-02  ,2.456005767822e-03  ,3.070007209778e-03  
  6.640014419556e-04  ,-1.352100907027e-02  ,2.656005767822e-03  ,3.320007209778e-03  
  7.140014419556e-04  ,-1.415756321325e-02  ,2.856005767822e-03  ,3.570007209778e-03  
  7.640014419556e-04  ,-1.483095193454e-02  ,3.056005767822e-03  ,3.820007209778e-03  
