  Time                  V(Vbuck)             
  1.300019000000e-04  2.139162556435e-01  
  1.300020000000e-04  2.139162452171e-01  
  1.300027000000e-04  2.139161723227e-01  
  1.300028000000e-04  2.139161619222e-01  
  1.300028182685e-04  2.139161600223e-01  
  1.300028548054e-04  2.139161562231e-01  
  1.300029118722e-04  2.139161502912e-01  
  1.300030067740e-04  2.139161404278e-01  
  1.300031113964e-04  2.139161295563e-01  
  1.300032432019e-04  2.139161158684e-01  
  1.300034801303e-04  2.139160912793e-01  
  1.300039539873e-04  2.139160421556e-01  
  1.300049017011e-04  2.139159441220e-01  
  1.300050000030e-04  2.139159339690e-01  
  1.300051363486e-04  2.139159198942e-01  
  1.300054090399e-04  2.139158917607e-01  
  1.300059544224e-04  2.139158355660e-01  
  1.300070451874e-04  2.139157234947e-01  
  1.300073958769e-04  2.139156875537e-01  
  1.300080972559e-04  2.139156157853e-01  
  1.300091949127e-04  2.139155037926e-01  
  1.300113902263e-04  2.139152810195e-01  
  1.300157808534e-04  2.139148403323e-01  
  1.300245621077e-04  2.139139776012e-01  
  1.300421246163e-04  2.139123250285e-01  
  1.300500000030e-04  2.139116144249e-01  
  1.300502000027e-04  2.139115966388e-01  
  1.300506000057e-04  2.139115611089e-01  
  1.300514000118e-04  2.139114901641e-01  
  1.300520000030e-04  2.139114370562e-01  
  1.300521600042e-04  2.139114229176e-01  
  1.300524800067e-04  2.139113946515e-01  
  1.300531200115e-04  2.139113381911e-01  
  1.300540000030e-04  2.139112607625e-01  
  1.300541280040e-04  2.139112495218e-01  
  1.300543840246e-04  2.139112270490e-01  
  1.300548960657e-04  2.139111821619e-01  
  1.300559201480e-04  2.139110926067e-01  
  1.300579683126e-04  2.139109143753e-01  
  1.300620646418e-04  2.139105614014e-01  
  1.300702573002e-04  2.139098693120e-01  
  1.300866426171e-04  2.139085378589e-01  
  1.301000000030e-04  2.139075009284e-01  
  1.301005000027e-04  2.139074629886e-01  
  1.301015000569e-04  2.139073873340e-01  
  1.301035001652e-04  2.139072365412e-01  
  1.301050000030e-04  2.139071239731e-01  
  1.301054000247e-04  2.139070940558e-01  
  1.301062000308e-04  2.139070342813e-01  
  1.301072000000e-04  2.139069597623e-01  
  1.301073000000e-04  2.139069523219e-01  
  1.301078000000e-04  2.139069151529e-01  
  1.301082000000e-04  2.139068854555e-01  
  1.301083000000e-04  2.139068780366e-01  
  1.301089000000e-04  2.139068335769e-01  
  1.301090000000e-04  2.139068261757e-01  
  1.301090587082e-04  2.139068218306e-01  
  1.301091347624e-04  2.139068162028e-01  
  1.301092215034e-04  2.139068097868e-01  
  1.301093949855e-04  2.139067969604e-01  
  1.301095524489e-04  2.139067853241e-01  
  1.301098147093e-04  2.139067659563e-01  
  1.301100000030e-04  2.139067522794e-01  
  1.301100524551e-04  2.139067484090e-01  
  1.301101573569e-04  2.139067406722e-01  
  1.301103671606e-04  2.139067252082e-01  
  1.301107867680e-04  2.139066943064e-01  
  1.301116259828e-04  2.139066326131e-01  
  1.301133044123e-04  2.139065096379e-01  
  1.301143406018e-04  2.139064340055e-01  
  1.301156584233e-04  2.139063381346e-01  
  1.301170405060e-04  2.139062379656e-01  
  1.301198046714e-04  2.139060388442e-01  
  1.301243405848e-04  2.139057153457e-01  
  1.301334124118e-04  2.139050799173e-01  
  1.301515560656e-04  2.139038510754e-01  
  1.301878433734e-04  2.139015295340e-01  
  1.302604179889e-04  2.138970881759e-01  
  1.303838711291e-04  2.138888541402e-01  
  1.306135159045e-04  2.138637685387e-01  
  1.308379631549e-04  2.138249764681e-01  
  1.309777479678e-04  2.137949791645e-01  
  1.311711054355e-04  2.137512129563e-01  
  1.313666563540e-04  2.137135152986e-01  
  1.315824251681e-04  2.136827431932e-01  
  1.318786364108e-04  2.136546439398e-01  
  1.320998888522e-04  2.136332147655e-01  
  1.323241692096e-04  2.136047512577e-01  
  1.325213890582e-04  2.135700256214e-01  
  1.327428322345e-04  2.135256125381e-01  
  1.329683285266e-04  2.134805167001e-01  
  1.331802349597e-04  2.134465782635e-01  
  1.334154587298e-04  2.134187254731e-01  
  1.336023073703e-04  2.134000831430e-01  
  1.337917309314e-04  2.133804473201e-01  
  1.339983921557e-04  2.133517428814e-01  
  1.342375736743e-04  2.133092133304e-01  
  1.344273310214e-04  2.132723978009e-01  
  1.346174698382e-04  2.132363861765e-01  
  1.348205786258e-04  2.132045476421e-01  
  1.350000000030e-04  2.131822517001e-01  
  1.350005000027e-04  2.131821974314e-01  
  1.350010000000e-04  2.131821431892e-01  
  1.350011000000e-04  2.131821323411e-01  
  1.350011251166e-04  2.131821296162e-01  
  1.350011753498e-04  2.131821241678e-01  
  1.350012758162e-04  2.131821132720e-01  
  1.350014767491e-04  2.131820914818e-01  
  1.350018786148e-04  2.131820479127e-01  
  1.350019000000e-04  2.131820455949e-01  
  1.350020000000e-04  2.131820347579e-01  
  1.350027000000e-04  2.131819589317e-01  
  1.350028000000e-04  2.131819481058e-01  
  1.350028182714e-04  2.131819461278e-01  
  1.350028548142e-04  2.131819421715e-01  
  1.350029070614e-04  2.131819365166e-01  
  1.350030115557e-04  2.131819252069e-01  
  1.350031271096e-04  2.131819127020e-01  
  1.350032674366e-04  2.131818975170e-01  
  1.350035235038e-04  2.131818698137e-01  
  1.350038872784e-04  2.131818304775e-01  
  1.350046148276e-04  2.131817518587e-01  
  1.350050000030e-04  2.131817102564e-01  
  1.350051250051e-04  2.131816967614e-01  
  1.350053144361e-04  2.131816763140e-01  
  1.350056932982e-04  2.131816354312e-01  
  1.350064510222e-04  2.131815537202e-01  
  1.350072756152e-04  2.131814648742e-01  
  1.350076562002e-04  2.131814238985e-01  
  1.350084173701e-04  2.131813419888e-01  
  1.350099397100e-04  2.131811783882e-01  
  1.350129843898e-04  2.131808520252e-01  
  1.350190737493e-04  2.131802026952e-01  
  1.350312524683e-04  2.131789166279e-01  
  1.350500000030e-04  2.131769661810e-01  
  1.350502000027e-04  2.131769455621e-01  
  1.350506000057e-04  2.131769043420e-01  
  1.350514000118e-04  2.131768219460e-01  
  1.350520000030e-04  2.131767601987e-01  
  1.350521600042e-04  2.131767437402e-01  
  1.350524800067e-04  2.131767108202e-01  
  1.350531200115e-04  2.131766450116e-01  
  1.350540000030e-04  2.131765545830e-01  
  1.350541280040e-04  2.131765414314e-01  
  1.350543840246e-04  2.131765151451e-01  
  1.350548960657e-04  2.131764625848e-01  
  1.350559201480e-04  2.131763575113e-01  
  1.350579683126e-04  2.131761475997e-01  
  1.350620646418e-04  2.131757288526e-01  
  1.350702573002e-04  2.131748952774e-01  
  1.350866426171e-04  2.131732419179e-01  
  1.351000000030e-04  2.131719054381e-01  
  1.351005000027e-04  2.131718555948e-01  
  1.351015000569e-04  2.131717559884e-01  
  1.351035001652e-04  2.131715568574e-01  
  1.351050000030e-04  2.131714076536e-01  
  1.351054000247e-04  2.131713678614e-01  
  1.351062000308e-04  2.131712883166e-01  
  1.351072000000e-04  2.131711889263e-01  
  1.351073000000e-04  2.131711789870e-01  
  1.351078000000e-04  2.131711292930e-01  
  1.351082000000e-04  2.131710895455e-01  
  1.351083000000e-04  2.131710796127e-01  
  1.351089000000e-04  2.131710200162e-01  
  1.351090000000e-04  2.131710100846e-01  
  1.351090603613e-04  2.131710040903e-01  
  1.351091372420e-04  2.131709964543e-01  
  1.351092253801e-04  2.131709876997e-01  
  1.351093745314e-04  2.131709728887e-01  
  1.351095343696e-04  2.131709570198e-01  
  1.351098508796e-04  2.131709255937e-01  
  1.351100000030e-04  2.131709107863e-01  
  1.351100370184e-04  2.131709071117e-01  
  1.351101110469e-04  2.131708997625e-01  
  1.351102591039e-04  2.131708850661e-01  
  1.351105552179e-04  2.131708556750e-01  
  1.351111474460e-04  2.131707969070e-01  
  1.351123319020e-04  2.131706794138e-01  
  1.351139037883e-04  2.131705235214e-01  
  1.351144410682e-04  2.131704702563e-01  
  1.351155156282e-04  2.131703637617e-01  
  1.351176647482e-04  2.131701508951e-01  
  1.351219629882e-04  2.131697255183e-01  
  1.351305594680e-04  2.131688760793e-01  
  1.351477524278e-04  2.131671797022e-01  
  1.351821383474e-04  2.131637816759e-01  
  1.352509101865e-04  2.131568046529e-01  
  1.353884538648e-04  2.131413292657e-01  
  1.356635412214e-04  2.131009417561e-01  
  1.359113058088e-04  2.130567057458e-01  
  1.360982975004e-04  2.130221041305e-01  
  1.362994274137e-04  2.129876450921e-01  
  1.365429004667e-04  2.129521847317e-01  
  1.368253311155e-04  2.129174384601e-01  
  1.370528539655e-04  2.128894893584e-01  
  1.372915586469e-04  2.128566667872e-01  
  1.376002630232e-04  2.128052518741e-01  
  1.378043731687e-04  2.127696312043e-01  
  1.379955848692e-04  2.127373543592e-01  
  1.382162412641e-04  2.127048635092e-01  
