  Time                 , (V(Vout))@1          , (V(Vout))@2          , (V(Vout))@3          , (V(Vout))@4          , (V(Vout))@5          , (V(Vout))@6          , (V(Vout))@7          , (V(Vout))@8          , (V(Vout))@9          , (V(Vout))@10         , (V(Vout))@11         , (V(Vn))@1            , (V(Vn))@2            , (V(Vn))@3            , (V(Vn))@4            , (V(Vn))@5            , (V(Vn))@6            , (V(Vn))@7            , (V(Vn))@8            , (V(Vn))@9            , (V(Vn))@10           , (V(Vn))@11           , (V(Vp))@1            , (V(Vp))@2            , (V(Vp))@3            , (V(Vp))@4            , (V(Vp))@5            , (V(Vp))@6            , (V(Vp))@7            , (V(Vp))@8            , (V(Vp))@9            , (V(Vp))@10           , (V(Vp))@11           
  0.000000000000e+00  ,-7.759652337028e-03  ,-7.759652337028e-03  ,-7.759652337028e-03  ,-7.759652337028e-03  ,-7.759652337028e-03  ,-7.759652337028e-03  ,-7.759652337028e-03  ,-7.759652337028e-03  ,-7.759652337028e-03  ,-7.759652337028e-03  ,-7.759652337028e-03  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  
  5.000000000000e-07  ,-7.759629748158e-03  ,-7.759629747590e-03  ,-7.759629747015e-03  ,-7.759629746424e-03  ,-7.759629745815e-03  ,-7.759629745203e-03  ,-7.759629744565e-03  ,-7.759629743929e-03  ,-7.759629743273e-03  ,-7.759629742596e-03  ,-7.759629741908e-03  ,2.000000000000e-06  ,2.000000000000e-06  ,2.000000000000e-06  ,2.000000000000e-06  ,2.000000000000e-06  ,2.000000000000e-06  ,2.000000000000e-06  ,2.000000000000e-06  ,2.000000000000e-06  ,2.000000000000e-06  ,2.000000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  ,2.500000000000e-06  
  1.000000000000e-06  ,-7.759635389040e-03  ,-7.759635387146e-03  ,-7.759635385216e-03  ,-7.759635383251e-03  ,-7.759635381234e-03  ,-7.759635379181e-03  ,-7.759635377080e-03  ,-7.759635374943e-03  ,-7.759635372749e-03  ,-7.759635370509e-03  ,-7.759635368226e-03  ,4.000000000000e-06  ,4.000000000000e-06  ,4.000000000000e-06  ,4.000000000000e-06  ,4.000000000000e-06  ,4.000000000000e-06  ,4.000000000000e-06  ,4.000000000000e-06  ,4.000000000000e-06  ,4.000000000000e-06  ,4.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  ,5.000000000000e-06  
  2.000022888184e-06  ,-7.759680388202e-03  ,-7.759680380471e-03  ,-7.759680372581e-03  ,-7.759680364526e-03  ,-7.759680356300e-03  ,-7.759680347903e-03  ,-7.759680339332e-03  ,-7.759680330567e-03  ,-7.759680321621e-03  ,-7.759680312469e-03  ,-7.759680303117e-03  ,8.000091552734e-06  ,8.000091552734e-06  ,8.000091552734e-06  ,8.000091552734e-06  ,8.000091552734e-06  ,8.000091552734e-06  ,8.000091552734e-06  ,8.000091552734e-06  ,8.000091552734e-06  ,8.000091552734e-06  ,8.000091552734e-06  ,1.000011444092e-05  ,1.000011444092e-05  ,1.000011444092e-05  ,1.000011444092e-05  ,1.000011444092e-05  ,1.000011444092e-05  ,1.000011444092e-05  ,1.000011444092e-05  ,1.000011444092e-05  ,1.000011444092e-05  ,1.000011444092e-05  
  4.000068664551e-06  ,-7.759820508379e-03  ,-7.759820482514e-03  ,-7.759820456127e-03  ,-7.759820429201e-03  ,-7.759820401701e-03  ,-7.759820373628e-03  ,-7.759820344965e-03  ,-7.759820315679e-03  ,-7.759820285755e-03  ,-7.759820255178e-03  ,-7.759820223915e-03  ,1.600027465820e-05  ,1.600027465820e-05  ,1.600027465820e-05  ,1.600027465820e-05  ,1.600027465820e-05  ,1.600027465820e-05  ,1.600027465820e-05  ,1.600027465820e-05  ,1.600027465820e-05  ,1.600027465820e-05  ,1.600027465820e-05  ,2.000034332275e-05  ,2.000034332275e-05  ,2.000034332275e-05  ,2.000034332275e-05  ,2.000034332275e-05  ,2.000034332275e-05  ,2.000034332275e-05  ,2.000034332275e-05  ,2.000034332275e-05  ,2.000034332275e-05  ,2.000034332275e-05  
  8.000160217285e-06  ,-7.760396232228e-03  ,-7.760396131028e-03  ,-7.760396027765e-03  ,-7.760395922368e-03  ,-7.760395814790e-03  ,-7.760395704937e-03  ,-7.760395592751e-03  ,-7.760395478159e-03  ,-7.760395361065e-03  ,-7.760395241397e-03  ,-7.760395119073e-03  ,3.200064086914e-05  ,3.200064086914e-05  ,3.200064086914e-05  ,3.200064086914e-05  ,3.200064086914e-05  ,3.200064086914e-05  ,3.200064086914e-05  ,3.200064086914e-05  ,3.200064086914e-05  ,3.200064086914e-05  ,3.200064086914e-05  ,4.000080108643e-05  ,4.000080108643e-05  ,4.000080108643e-05  ,4.000080108643e-05  ,4.000080108643e-05  ,4.000080108643e-05  ,4.000080108643e-05  ,4.000080108643e-05  ,4.000080108643e-05  ,4.000080108643e-05  ,4.000080108643e-05  
  1.600034332275e-05  ,-7.762727230209e-03  ,-7.762726817358e-03  ,-7.762726396102e-03  ,-7.762725966164e-03  ,-7.762725527248e-03  ,-7.762725079121e-03  ,-7.762724621448e-03  ,-7.762724153936e-03  ,-7.762723676271e-03  ,-7.762723188117e-03  ,-7.762722689113e-03  ,6.400137329102e-05  ,6.400137329102e-05  ,6.400137329102e-05  ,6.400137329102e-05  ,6.400137329102e-05  ,6.400137329102e-05  ,6.400137329102e-05  ,6.400137329102e-05  ,6.400137329102e-05  ,6.400137329102e-05  ,6.400137329102e-05  ,8.000171661377e-05  ,8.000171661377e-05  ,8.000171661377e-05  ,8.000171661377e-05  ,8.000171661377e-05  ,8.000171661377e-05  ,8.000171661377e-05  ,8.000171661377e-05  ,8.000171661377e-05  ,8.000171661377e-05  ,8.000171661377e-05  
  3.200070953369e-05  ,-7.772072627902e-03  ,-7.772070911075e-03  ,-7.772069159228e-03  ,-7.772067371286e-03  ,-7.772065546141e-03  ,-7.772063682589e-03  ,-7.772061779415e-03  ,-7.772059835358e-03  ,-7.772057849048e-03  ,-7.772055819123e-03  ,-7.772053744129e-03  ,1.280028381348e-04  ,1.280028381348e-04  ,1.280028381348e-04  ,1.280028381348e-04  ,1.280028381348e-04  ,1.280028381348e-04  ,1.280028381348e-04  ,1.280028381348e-04  ,1.280028381348e-04  ,1.280028381348e-04  ,1.280028381348e-04  ,1.600035476685e-04  ,1.600035476685e-04  ,1.600035476685e-04  ,1.600035476685e-04  ,1.600035476685e-04  ,1.600035476685e-04  ,1.600035476685e-04  ,1.600035476685e-04  ,1.600035476685e-04  ,1.600035476685e-04  ,1.600035476685e-04  
  6.400144195557e-05  ,-7.809233391163e-03  ,-7.809226053075e-03  ,-7.809218565463e-03  ,-7.809210923681e-03  ,-7.809203122919e-03  ,-7.809195158188e-03  ,-7.809187024237e-03  ,-7.809178715624e-03  ,-7.809170226673e-03  ,-7.809161551444e-03  ,-7.809152683727e-03  ,2.560057678223e-04  ,2.560057678223e-04  ,2.560057678223e-04  ,2.560057678223e-04  ,2.560057678223e-04  ,2.560057678223e-04  ,2.560057678223e-04  ,2.560057678223e-04  ,2.560057678223e-04  ,2.560057678223e-04  ,2.560057678223e-04  ,3.200072097778e-04  ,3.200072097778e-04  ,3.200072097778e-04  ,3.200072097778e-04  ,3.200072097778e-04  ,3.200072097778e-04  ,3.200072097778e-04  ,3.200072097778e-04  ,3.200072097778e-04  ,3.200072097778e-04  ,3.200072097778e-04  
  1.140014419556e-04  ,-7.915449145206e-03  ,-7.915423730038e-03  ,-7.915397797475e-03  ,-7.915371331541e-03  ,-7.915344315647e-03  ,-7.915316732429e-03  ,-7.915288563853e-03  ,-7.915259791080e-03  ,-7.915230394446e-03  ,-7.915200353453e-03  ,-7.915169646686e-03  ,4.560057678223e-04  ,4.560057678223e-04  ,4.560057678223e-04  ,4.560057678223e-04  ,4.560057678223e-04  ,4.560057678223e-04  ,4.560057678223e-04  ,4.560057678223e-04  ,4.560057678223e-04  ,4.560057678223e-04  ,4.560057678223e-04  ,5.700072097778e-04  ,5.700072097778e-04  ,5.700072097778e-04  ,5.700072097778e-04  ,5.700072097778e-04  ,5.700072097778e-04  ,5.700072097778e-04  ,5.700072097778e-04  ,5.700072097778e-04  ,5.700072097778e-04  ,5.700072097778e-04  
  1.640014419556e-04  ,-8.078688973692e-03  ,-8.078632299105e-03  ,-8.078574471860e-03  ,-8.078515456411e-03  ,-8.078455215763e-03  ,-8.078393711357e-03  ,-8.078330903022e-03  ,-8.078266748801e-03  ,-8.078201205034e-03  ,-8.078134226042e-03  ,-8.078065764148e-03  ,6.560057678223e-04  ,6.560057678223e-04  ,6.560057678223e-04  ,6.560057678223e-04  ,6.560057678223e-04  ,6.560057678223e-04  ,6.560057678223e-04  ,6.560057678223e-04  ,6.560057678223e-04  ,6.560057678223e-04  ,6.560057678223e-04  ,8.200072097778e-04  ,8.200072097778e-04  ,8.200072097778e-04  ,8.200072097778e-04  ,8.200072097778e-04  ,8.200072097778e-04  ,8.200072097778e-04  ,8.200072097778e-04  ,8.200072097778e-04  ,8.200072097778e-04  ,8.200072097778e-04  
  2.140014419556e-04  ,-8.296933065432e-03  ,-8.296829765835e-03  ,-8.296724367234e-03  ,-8.296616804992e-03  ,-8.296507011811e-03  ,-8.296394917536e-03  ,-8.296280449092e-03  ,-8.296163530209e-03  ,-8.296044081361e-03  ,-8.295922019535e-03  ,-8.295797258064e-03  ,8.560057678223e-04  ,8.560057678223e-04  ,8.560057678223e-04  ,8.560057678223e-04  ,8.560057678223e-04  ,8.560057678223e-04  ,8.560057678223e-04  ,8.560057678223e-04  ,8.560057678223e-04  ,8.560057678223e-04  ,8.560057678223e-04  ,1.070007209778e-03  ,1.070007209778e-03  ,1.070007209778e-03  ,1.070007209778e-03  ,1.070007209778e-03  ,1.070007209778e-03  ,1.070007209778e-03  ,1.070007209778e-03  ,1.070007209778e-03  ,1.070007209778e-03  ,1.070007209778e-03  
  2.640014419556e-04  ,-8.568225422311e-03  ,-8.568058032499e-03  ,-8.567887244526e-03  ,-8.567712953838e-03  ,-8.567535051551e-03  ,-8.567353424254e-03  ,-8.567167953721e-03  ,-8.566978516627e-03  ,-8.566784984393e-03  ,-8.566587222773e-03  ,-8.566385091573e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.056005767822e-03  ,1.320007209778e-03  ,1.320007209778e-03  ,1.320007209778e-03  ,1.320007209778e-03  ,1.320007209778e-03  ,1.320007209778e-03  ,1.320007209778e-03  ,1.320007209778e-03  ,1.320007209778e-03  ,1.320007209778e-03  ,1.320007209778e-03  
