  Time                 , (V(Vout))@1          , (V(Vout))@2          , (V(Vout))@3          , (V(Vout))@4          , (V(Vout))@5          , (V(Vout))@6          , (V(Vout))@7          , (V(Vout))@8          , (V(Vout))@9          , (V(Vout))@10         , (V(Vout))@11         , (V(Vn))@1            , (V(Vn))@2            , (V(Vn))@3            , (V(Vn))@4            , (V(Vn))@5            , (V(Vn))@6            , (V(Vn))@7            , (V(Vn))@8            , (V(Vn))@9            , (V(Vn))@10           , (V(Vn))@11           , (V(Vp))@1            , (V(Vp))@2            , (V(Vp))@3            , (V(Vp))@4            , (V(Vp))@5            , (V(Vp))@6            , (V(Vp))@7            , (V(Vp))@8            , (V(Vp))@9            , (V(Vp))@10           , (V(Vp))@11           
  0.000000000000e+00  ,-7.759652337028e-03  ,-7.689839023043e-03  ,-7.620025638417e-03  ,-7.550212183030e-03  ,-7.480398656950e-03  ,-7.410585060162e-03  ,-7.340771392681e-03  ,-7.270957654455e-03  ,-7.201143845578e-03  ,-7.131329966017e-03  ,-7.061516015662e-03  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  ,0.000000000000e+00  
  5.000000000000e-07  ,-7.758944268237e-03  ,-7.689130957035e-03  ,-7.619317567730e-03  ,-7.549504118827e-03  ,-7.479690584341e-03  ,-7.409876986550e-03  ,-7.340063321797e-03  ,-7.270249578843e-03  ,-7.200435776346e-03  ,-7.130621895741e-03  ,-7.060807944308e-03  ,6.283185203825e-05  ,6.283185203825e-05  ,6.283185203825e-05  ,6.283185203825e-05  ,6.283185203825e-05  ,6.283185203825e-05  ,6.283185203825e-05  ,6.283185203825e-05  ,6.283185203825e-05  ,6.283185203825e-05  ,6.283185203825e-05  ,1.256637061229e-05  ,1.256637061229e-05  ,1.256637061229e-05  ,1.256637061229e-05  ,1.256637061229e-05  ,1.256637061229e-05  ,1.256637061229e-05  ,1.256637061229e-05  ,1.256637061229e-05  ,1.256637061229e-05  ,1.256637061229e-05  
  1.000000000000e-06  ,-7.759124738381e-03  ,-7.689311423495e-03  ,-7.619498035565e-03  ,-7.549684580371e-03  ,-7.479871049703e-03  ,-7.410057458088e-03  ,-7.340243782046e-03  ,-7.270430047735e-03  ,-7.200616231380e-03  ,-7.130802349367e-03  ,-7.060988396505e-03  ,1.256636978753e-04  ,1.256636978753e-04  ,1.256636978753e-04  ,1.256636978753e-04  ,1.256636978753e-04  ,1.256636978753e-04  ,1.256636978753e-04  ,1.256636978753e-04  ,1.256636978753e-04  ,1.256636978753e-04  ,1.256636978753e-04  ,2.513274121218e-05  ,2.513274121218e-05  ,2.513274121218e-05  ,2.513274121218e-05  ,2.513274121218e-05  ,2.513274121218e-05  ,2.513274121218e-05  ,2.513274121218e-05  ,2.513274121218e-05  ,2.513274121218e-05  ,2.513274121218e-05  
  2.000022888184e-06  ,-7.760553946076e-03  ,-7.690740616476e-03  ,-7.620927219275e-03  ,-7.551113743728e-03  ,-7.481300208449e-03  ,-7.411486593737e-03  ,-7.341672911912e-03  ,-7.271859156739e-03  ,-7.202045328881e-03  ,-7.132231435117e-03  ,-7.062417467902e-03  ,2.513302223522e-04  ,2.513302223522e-04  ,2.513302223522e-04  ,2.513302223522e-04  ,2.513302223522e-04  ,2.513302223522e-04  ,2.513302223522e-04  ,2.513302223522e-04  ,2.513302223522e-04  ,2.513302223522e-04  ,2.513302223522e-04  ,5.026605756793e-05  ,5.026605756793e-05  ,5.026605756793e-05  ,5.026605756793e-05  ,5.026605756793e-05  ,5.026605756793e-05  ,5.026605756793e-05  ,5.026605756793e-05  ,5.026605756793e-05  ,5.026605756793e-05  ,5.026605756793e-05  
  4.000068664551e-06  ,-7.765003253598e-03  ,-7.695189874548e-03  ,-7.625376418440e-03  ,-7.555562904293e-03  ,-7.485749299442e-03  ,-7.415935632785e-03  ,-7.346121895428e-03  ,-7.276308082874e-03  ,-7.206494196035e-03  ,-7.136680234861e-03  ,-7.066866204203e-03  ,5.026629240154e-04  ,5.026629240154e-04  ,5.026629240154e-04  ,5.026629240154e-04  ,5.026629240154e-04  ,5.026629240154e-04  ,5.026629240154e-04  ,5.026629240154e-04  ,5.026629240154e-04  ,5.026629240154e-04  ,5.026629240154e-04  ,1.005326895849e-04  ,1.005326895849e-04  ,1.005326895849e-04  ,1.005326895849e-04  ,1.005326895849e-04  ,1.005326895849e-04  ,1.005326895849e-04  ,1.005326895849e-04  ,1.005326895849e-04  ,1.005326895849e-04  ,1.005326895849e-04  
  8.000160217285e-06  ,-7.783286935682e-03  ,-7.713473163495e-03  ,-7.643659316149e-03  ,-7.573845371739e-03  ,-7.504031367425e-03  ,-7.434217269486e-03  ,-7.364403089721e-03  ,-7.294588833092e-03  ,-7.224774492333e-03  ,-7.154960075034e-03  ,-7.085145572143e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,1.005325549007e-03  ,2.010659480620e-04  ,2.010659480620e-04  ,2.010659480620e-04  ,2.010659480620e-04  ,2.010659480620e-04  ,2.010659480620e-04  ,2.010659480620e-04  ,2.010659480620e-04  ,2.010659480620e-04  ,2.010659480620e-04  ,2.010659480620e-04  
  1.600034332275e-05  ,-7.857330819542e-03  ,-7.787513930358e-03  ,-7.717696892076e-03  ,-7.647879723605e-03  ,-7.578062389919e-03  ,-7.508244915259e-03  ,-7.438427288406e-03  ,-7.368609503616e-03  ,-7.298791558655e-03  ,-7.228973449749e-03  ,-7.159155176895e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,2.010628572376e-03  ,4.021324205628e-04  ,4.021324205628e-04  ,4.021324205628e-04  ,4.021324205628e-04  ,4.021324205628e-04  ,4.021324205628e-04  ,4.021324205628e-04  ,4.021324205628e-04  ,4.021324205628e-04  ,4.021324205628e-04  ,4.021324205628e-04  
  3.200070953369e-05  ,-8.154320391286e-03  ,-8.084478593262e-03  ,-8.014636150095e-03  ,-7.944793027248e-03  ,-7.874949235557e-03  ,-7.805104729673e-03  ,-7.735259500761e-03  ,-7.665413528154e-03  ,-7.595566788895e-03  ,-7.525719265504e-03  ,-7.455870925420e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,4.021056809703e-03  ,8.042650099358e-04  ,8.042650099358e-04  ,8.042650099358e-04  ,8.042650099358e-04  ,8.042650099358e-04  ,8.042650099358e-04  ,8.042650099358e-04  ,8.042650099358e-04  ,8.042650099358e-04  ,8.042650099358e-04  ,8.042650099358e-04  
  6.400144195557e-05  ,-9.336229934792e-03  ,-9.266190558362e-03  ,-9.196146547543e-03  ,-9.126097785391e-03  ,-9.056044092542e-03  ,-8.985985348628e-03  ,-8.915921383608e-03  ,-8.845852029850e-03  ,-8.775777120651e-03  ,-8.705696474375e-03  ,-8.635609909230e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,8.040490927583e-03  ,1.608527343653e-03  ,1.608527343653e-03  ,1.608527343653e-03  ,1.608527343653e-03  ,1.608527343653e-03  ,1.608527343653e-03  ,1.608527343653e-03  ,1.608527343653e-03  ,1.608527343653e-03  ,1.608527343653e-03  ,1.608527343653e-03  
  1.140014419556e-04  ,-1.271825733127e-02  ,-1.264720505251e-02  ,-1.257612794923e-02  ,-1.250502524852e-02  ,-1.243389620474e-02  ,-1.236273997571e-02  ,-1.229155572698e-02  ,-1.222034258042e-02  ,-1.214909961141e-02  ,-1.207782586942e-02  ,-1.200652034241e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,1.431359646912e-02  ,2.865144239683e-03  ,2.865144239683e-03  ,2.865144239683e-03  ,2.865144239683e-03  ,2.865144239683e-03  ,2.865144239683e-03  ,2.865144239683e-03  ,2.865144239683e-03  ,2.865144239683e-03  ,2.865144239683e-03  ,2.865144239683e-03  
