  Time                 , V(Vout)              , V(Vn)                , V(Vp)                
  0.000000000000e+00  ,-7.819365261601e-03  ,0.000000000000e+00  ,0.000000000000e+00  
  5.000000000000e-07  ,-7.818657171365e-03  ,6.283185203825e-05  ,1.256637061229e-05  
  1.000000000000e-06  ,-7.818837601239e-03  ,1.256636978753e-04  ,2.513274121218e-05  
  2.000022888184e-06  ,-7.820266685091e-03  ,2.513302223522e-04  ,5.026605756793e-05  
  4.000068664551e-06  ,-7.824715762545e-03  ,5.026629240154e-04  ,1.005326895849e-04  
  8.000160217285e-06  ,-7.843000349562e-03  ,1.005325549007e-03  ,2.010659480620e-04  
  1.600034332275e-05  ,-7.917063818489e-03  ,2.010628572376e-03  ,4.021324205628e-04  
  3.200070953369e-05  ,-8.214261388103e-03  ,4.021056809703e-03  ,8.042650099358e-04  
  6.400144195557e-05  ,-9.398026547344e-03  ,8.040490927583e-03  ,1.608527343653e-03  
  1.140014419556e-04  ,-1.279004351217e-02  ,1.431359646912e-02  ,2.865144239683e-03  
  1.640014419556e-04  ,-1.801632941385e-02  ,2.057257621904e-02  ,4.121732857896e-03  
  2.140014419556e-04  ,-2.501957055790e-02  ,2.681125331999e-02  ,5.378280796269e-03  
  2.640014419556e-04  ,-3.374214759304e-02  ,3.302347095088e-02  ,6.634775653183e-03  
  3.140014419556e-04  ,-4.412612450745e-02  ,3.920309840291e-02  ,7.891205027539e-03  
  3.640014419556e-04  ,-5.611329193455e-02  ,4.534403712987e-02  ,9.147556518888e-03  
  4.140014419556e-04  ,-6.964516091343e-02  ,5.144022676662e-02  ,1.040381772755e-02  
  4.640014419556e-04  ,-8.466300699537e-02  ,5.748565111002e-02  ,1.165997625472e-02  
  5.140014419556e-04  ,-1.011078685326e-01  ,6.347434405609e-02  ,1.291601970264e-02  
  5.640014419556e-04  ,-1.189205914159e-01  ,6.940039548794e-02  ,1.417193567466e-02  
  6.140014419556e-04  ,-1.380418316674e-01  ,7.525795710824e-02  ,1.542771177540e-02  
  6.640014419556e-04  ,-1.584121006350e-01  ,8.104124821089e-02  ,1.668333561085e-02  
  7.140014419556e-04  ,-1.799717716527e-01  ,8.674456138578e-02  ,1.793879478851e-02  
  7.640014419556e-04  ,-2.026611255296e-01  ,9.236226815137e-02  ,1.919407691751e-02  
  8.140014419556e-04  ,-2.264203610212e-01  ,9.788882450934e-02  ,2.044916960872e-02  
  8.640014419556e-04  ,-2.511896406321e-01  ,1.033187764158e-01  ,2.170406047488e-02  
  9.140014419556e-04  ,-2.769091038590e-01  ,1.086467651637e-01  ,2.295873713073e-02  
  9.640014419556e-04  ,-3.035189144505e-01  ,1.138675326715e-01  ,2.421318719311e-02  
  1.014001441956e-03  ,-3.309592757033e-01  ,1.189759266720e-01  ,2.546739828110e-02  
  1.064001441956e-03  ,-3.591704773013e-01  ,1.239669057969e-01  ,2.672135801616e-02  
  1.114001441956e-03  ,-3.880929153272e-01  ,1.288355445526e-01  ,2.797505402220e-02  
  1.164001441956e-03  ,-4.176671371543e-01  ,1.335770381803e-01  ,2.922847392576e-02  
  1.214001441956e-03  ,-4.478338647443e-01  ,1.381867073982e-01  ,3.048160535607e-02  
  1.264001441956e-03  ,-4.785340391167e-01  ,1.426600030194e-01  ,3.173443594525e-02  
  1.314001441956e-03  ,-5.097088461813e-01  ,1.469925104412e-01  ,3.298695332835e-02  
  1.364001441956e-03  ,-5.412997603824e-01  ,1.511799540019e-01  ,3.423914514355e-02  
  1.414001441956e-03  ,-5.732485729144e-01  ,1.552182012001e-01  ,3.549099903220e-02  
  1.464001441956e-03  ,-6.054974344531e-01  ,1.591032667734e-01  ,3.674250263902e-02  
  1.514001441956e-03  ,-6.379888854295e-01  ,1.628313166312e-01  ,3.799364361218e-02  
  1.564001441956e-03  ,-6.706658977005e-01  ,1.663986716383e-01  ,3.924440960341e-02  
  1.614001441956e-03  ,-7.034719066438e-01  ,1.698018112461e-01  ,4.049478826816e-02  
  1.664001441956e-03  ,-7.363508515776e-01  ,1.730373769666e-01  ,4.174476726570e-02  
  1.714001441956e-03  ,-7.692472094434e-01  ,1.761021756871e-01  ,4.299433425924e-02  
  1.764001441956e-03  ,-8.021060338095e-01  ,1.789931828213e-01  ,4.424347691606e-02  
  1.814001441956e-03  ,-8.348641514279e-01  ,1.817075452941e-01  ,4.549218290762e-02  
  1.864001441956e-03  ,-8.674857982909e-01  ,1.842425843576e-01  ,4.674043990970e-02  
  1.914001441956e-03  ,-8.999088834764e-01  ,1.865957982341e-01  ,4.798823560251e-02  
  1.964001441956e-03  ,-9.320811285557e-01  ,1.887648645858e-01  ,4.923555767081e-02  
  2.014001441956e-03  ,-9.639510108475e-01  ,1.907476428060e-01  ,5.048239380403e-02  
  2.064001441956e-03  ,-9.954678017770e-01  ,1.925421761320e-01  ,5.172873169641e-02  
  2.114001441956e-03  ,-1.026581599355e+00  ,1.941466935761e-01  ,5.297455904709e-02  
  2.164001441956e-03  ,-1.057243365662e+00  ,1.955596116732e-01  ,5.421986356025e-02  
  2.214001441956e-03  ,-1.087404958590e+00  ,1.967795360438e-01  ,5.546463294526e-02  
  2.264001441956e-03  ,-1.117019168277e+00  ,1.978052627698e-01  ,5.670885491672e-02  
  2.314001441956e-03  ,-1.146039747923e+00  ,1.986357795827e-01  ,5.795251719469e-02  
