  Time                 , V(Vout)              , V(Vn)                , V(Vp)                
  0.000000000000e+00  ,-5.199160057597e-03  ,0.000000000000e+00  ,0.000000000000e+00  
  5.000000000000e-07  ,-5.198543079836e-03  ,6.283185203825e-05  ,1.256637061229e-05  
  1.000000000000e-06  ,-5.198700953035e-03  ,1.256636978753e-04  ,2.513274121218e-05  
  2.000022888184e-06  ,-5.199943904044e-03  ,2.513302223522e-04  ,5.026605756793e-05  
  4.000068664551e-06  ,-5.203811436768e-03  ,5.026629240154e-04  ,1.005326895849e-04  
  8.000160217285e-06  ,-5.219700943758e-03  ,1.005325549007e-03  ,2.010659480620e-04  
  1.600034332275e-05  ,-5.284042949269e-03  ,2.010628572376e-03  ,4.021324205628e-04  
  3.200070953369e-05  ,-5.542100320764e-03  ,4.021056809703e-03  ,8.042650099358e-04  
  6.400144195557e-05  ,-6.569001503954e-03  ,8.040490927583e-03  ,1.608527343653e-03  
  1.140014419556e-04  ,-9.507210348387e-03  ,1.431359646912e-02  ,2.865144239683e-03  
  1.640014419556e-04  ,-1.402694478490e-02  ,2.057257621904e-02  ,4.121732857896e-03  
  2.140014419556e-04  ,-2.007337782794e-02  ,2.681125331999e-02  ,5.378280796269e-03  
  2.640014419556e-04  ,-2.759173772498e-02  ,3.302347095088e-02  ,6.634775653183e-03  
  3.140014419556e-04  ,-3.652728810212e-02  ,3.920309840291e-02  ,7.891205027539e-03  
  3.640014419556e-04  ,-4.682535815239e-02  ,4.534403712987e-02  ,9.147556518888e-03  
  4.140014419556e-04  ,-5.843132739218e-02  ,5.144022676662e-02  ,1.040381772755e-02  
  4.640014419556e-04  ,-7.129065694646e-02  ,5.748565111002e-02  ,1.165997625472e-02  
  5.140014419556e-04  ,-8.534887866923e-02  ,6.347434405609e-02  ,1.291601970264e-02  
  5.640014419556e-04  ,-1.005516273478e-01  ,6.940039548794e-02  ,1.417193567466e-02  
  6.140014419556e-04  ,-1.168446339390e-01  ,7.525795710824e-02  ,1.542771177540e-02  
  6.640014419556e-04  ,-1.341737585147e-01  ,8.104124821089e-02  ,1.668333561085e-02  
  7.140014419556e-04  ,-1.524849873781e-01  ,8.674456138578e-02  ,1.793879478851e-02  
  7.640014419556e-04  ,-1.717244665643e-01  ,9.236226815137e-02  ,1.919407691751e-02  
  8.140014419556e-04  ,-1.918385025792e-01  ,9.788882450934e-02  ,2.044916960872e-02  
  8.640014419556e-04  ,-2.127735963089e-01  ,1.033187764158e-01  ,2.170406047488e-02  
  9.140014419556e-04  ,-2.344764471183e-01  ,1.086467651637e-01  ,2.295873713073e-02  
  9.640014419556e-04  ,-2.568939869861e-01  ,1.138675326715e-01  ,2.421318719311e-02  
  1.014001441956e-03  ,-2.799733877386e-01  ,1.189759266720e-01  ,2.546739828110e-02  
  1.064001441956e-03  ,-3.036620952324e-01  ,1.239669057969e-01  ,2.672135801616e-02  
  1.114001441956e-03  ,-3.279078542841e-01  ,1.288355445526e-01  ,2.797505402220e-02  
  1.164001441956e-03  ,-3.526586585042e-01  ,1.335770381803e-01  ,2.922847392576e-02  
  1.214001441956e-03  ,-3.778629768222e-01  ,1.381867073982e-01  ,3.048160535607e-02  
  1.264001441956e-03  ,-4.034694682522e-01  ,1.426600030194e-01  ,3.173443594525e-02  
  1.314001441956e-03  ,-4.294273009128e-01  ,1.469925104412e-01  ,3.298695332835e-02  
  1.364001441956e-03  ,-4.556860048268e-01  ,1.511799540019e-01  ,3.423914514355e-02  
  1.414001441956e-03  ,-4.821955437841e-01  ,1.552182012001e-01  ,3.549099903220e-02  
  1.464001441956e-03  ,-5.089063528560e-01  ,1.591032667734e-01  ,3.674250263902e-02  
  1.514001441956e-03  ,-5.357693418250e-01  ,1.628313166312e-01  ,3.799364361218e-02  
  1.564001441956e-03  ,-5.627359428651e-01  ,1.663986716383e-01  ,3.924440960341e-02  
  1.614001441956e-03  ,-5.897581159135e-01  ,1.698018112461e-01  ,4.049478826816e-02  
  1.664001441956e-03  ,-6.167883951941e-01  ,1.730373769666e-01  ,4.174476726570e-02  
  1.714001441956e-03  ,-6.437798962901e-01  ,1.761021756871e-01  ,4.299433425924e-02  
  1.764001441956e-03  ,-6.706863614008e-01  ,1.789931828213e-01  ,4.424347691606e-02  
  1.814001441956e-03  ,-6.974621678181e-01  ,1.817075452941e-01  ,4.549218290762e-02  
  1.864001441956e-03  ,-7.240623718609e-01  ,1.842425843576e-01  ,4.674043990970e-02  
  1.914001441956e-03  ,-7.504427184714e-01  ,1.865957982341e-01  ,4.798823560251e-02  
  1.964001441956e-03  ,-7.765596837124e-01  ,1.887648645858e-01  ,4.923555767081e-02  
  2.014001441956e-03  ,-8.023704852644e-01  ,1.907476428060e-01  ,5.048239380403e-02  
  2.064001441956e-03  ,-8.278331233561e-01  ,1.925421761320e-01  ,5.172873169641e-02  
  2.114001441956e-03  ,-8.529063919565e-01  ,1.941466935761e-01  ,5.297455904709e-02  
  2.164001441956e-03  ,-8.775499179941e-01  ,1.955596116732e-01  ,5.421986356025e-02  
  2.214001441956e-03  ,-9.017241730608e-01  ,1.967795360438e-01  ,5.546463294526e-02  
  2.264001441956e-03  ,-9.253905107834e-01  ,1.978052627698e-01  ,5.670885491672e-02  
  2.314001441956e-03  ,-9.485111788570e-01  ,1.986357795827e-01  ,5.795251719469e-02  
  2.364001441956e-03  ,-9.710493544321e-01  ,1.992702668628e-01  ,5.919560750470e-02  
  2.414001441956e-03  ,-9.929691563114e-01  ,1.997080984477e-01  ,6.043811357797e-02  
  2.464001441956e-03  ,-1.014235678229e+00  ,1.999488422505e-01  ,6.168002315146e-02  
  2.514001441956e-03  ,-1.034815001031e+00  ,1.999922606861e-01  ,6.292132396802e-02  
  2.564001441956e-03  ,-1.054674223748e+00  ,1.998383109057e-01  ,6.416200377651e-02  
  2.614001441956e-03  ,-1.073781475585e+00  ,1.994871448393e-01  ,6.540205033193e-02  
  2.664001441956e-03  ,-1.092105944680e+00  ,1.989391090452e-01  ,6.664145139552e-02  
  2.714001441956e-03  ,-1.109617889762e+00  ,1.981947443688e-01  ,6.788019473489e-02  
  2.764001441956e-03  ,-1.126288666486e+00  ,1.972547854080e-01  ,6.911826812413e-02  
  2.814001441956e-03  ,-1.142090738608e+00  ,1.961201597889e-01  ,7.035565934398e-02  
  2.864001441956e-03  ,-1.156997701824e+00  ,1.947919872499e-01  ,7.159235618187e-02  
  2.914001441956e-03  ,-1.170984294307e+00  ,1.932715785370e-01  ,7.282834643211e-02  
  2.964001441956e-03  ,-1.184026417968e+00  ,1.915604341101e-01  ,7.406361789598e-02  
  3.014001441956e-03  ,-1.196101148244e+00  ,1.896602426621e-01  ,7.529815838183e-02  
  3.064001441956e-03  ,-1.207186752693e+00  ,1.875728794525e-01  ,7.653195570526e-02  
  3.114001441956e-03  ,-1.217262699908e+00  ,1.853004044569e-01  ,7.776499768919e-02  
  3.164001441956e-03  ,-1.226309675398e+00  ,1.828450603337e-01  ,7.899727216398e-02  
  3.214001441956e-03  ,-1.234309589509e+00  ,1.802092702110e-01  ,8.022876696759e-02  
  3.264001441956e-03  ,-1.241245590527e+00  ,1.773956352956e-01  ,8.145946994566e-02  
  3.314001441956e-03  ,-1.247102071519e+00  ,1.744069323054e-01  ,8.268936895164e-02  
  3.364001441956e-03  ,-1.251864680615e+00  ,1.712461107294e-01  ,8.391845184694e-02  
  3.414001441956e-03  ,-1.255520326662e+00  ,1.679162899169e-01  ,8.514670650100e-02  
  3.464001441956e-03  ,-1.258057186649e+00  ,1.644207559991e-01  ,8.637412079144e-02  
  3.514001441956e-03  ,-1.259464695193e+00  ,1.607629586458e-01  ,8.760068260418e-02  
  3.564001441956e-03  ,-1.259733617195e+00  ,1.569465076615e-01  ,8.882637983354e-02  
  3.614001441956e-03  ,-1.258855912290e+00  ,1.529751694225e-01  ,9.005120038240e-02  
  3.664001441956e-03  ,-1.256824917641e+00  ,1.488528631602e-01  ,9.127513216227e-02  
